id,complexity,type,topic,image_url,question,choices
wAgcKwolzfthKzg7,2,numeric,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_t8hnyu6mzp8qbvqn.png,what number of tiny things are cyan metal things or blue coffee tables?,"[{'key': 'a', 'value': '2'}, {'key': 'b', 'value': '3'}]"
lZXOevNmfJbRVwnI,1,true-false,uae,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_bhwvczsp2p95ot9d.png,is there a purple thing?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
WdVOnzPWYiNi61B8,1,true-false,construction-site,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_cdbvmb28fuh3ovrg.png,are there any other things that have the same shape as the large green thing?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
6lYoSCdm73WqznXJ,4,mcq,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_1qtsjhounrnphjwd.png,there is a metal object that is the same size as the cyan rubber sofa; what is its shape?,"[{'key': 'a', 'value': 'sofa'}, {'key': 'b', 'value': 'bookshelf'}, {'key': 'c', 'value': 'coffee table'}]"
sn9GKetSJtmE3ij4,1,true-false,fashion,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_9gvggz7ssyyay9zi.png,is there a blue shoe that has the same material as the bag?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
IeDMGmpoFM3R6wwz,1,true-false,office,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ognjkn42q73a5yu9.png,is the color of the tiny metal coffee mug the same as the rubber calculator?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
EdWu7oByr7qHHbBd,1,true-false,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_6uu5uximq8jzspo7.png,is there a red tire of the same size as the green rubber hammer?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
u78l7sGxpbfCmWgq,3,mcq,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_kez2pz20q88xp0a0.png,the metal wrench that is the same color as the tiny metal tire is what size?,"[{'key': 'a', 'value': 'large'}, {'key': 'b', 'value': 'small'}]"
SvqJSSXLEv4BlyIm,2,numeric,kitchen,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_dxe35h9r54p0jomq.png,how many other things are there of the same material as the big blue thing?,"[{'key': 'a', 'value': '2'}, {'key': 'b', 'value': '1'}]"
9G6Oqq1iJ6VQEkgf,1,true-false,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_v347csf2go66jnie.png,is there anything else that is the same material as the small thing?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
vT5BseWsaboDMH6z,4,mcq,school,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_0dqzk4q716g0ahvq.png,the other metal object that is the same shape as the purple metal thing is what color?,"[{'key': 'a', 'value': 'purple'}, {'key': 'b', 'value': 'brown'}, {'key': 'c', 'value': 'gray'}, {'key': 'd', 'value': 'blue'}, {'key': 'e', 'value': 'green'}]"
VaPgWosECTQmAvJ3,1,true-false,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_rcljaroz7034w7z3.png,is there a brown thing made of the same material as the blue screwdriver?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
U7ZEploQJnTkN9uD,1,true-false,music,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_ifb23hmz9iydama6.png,is there a big purple guitar?,"[{'key': 'a', 'value': 'False'}, {'key': 'b', 'value': 'True'}]"
KVOiL5i3qFxlQupm,3,mcq,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_lzmksn4zsv2p7x8h.png,the gray thing that is the same material as the large screwdriver is what size?,"[{'key': 'a', 'value': 'large'}, {'key': 'b', 'value': 'small'}]"
6CYxIfbhtDHfG37r,1,true-false,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_hj05727drhus1lme.png,are there any big blue things that have the same shape as the big brown rubber thing?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
O5vNlRgFfmozXFod,4,mcq,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_rdxbdut6kib2t01m.png,the other large rubber object that is the same shape as the big cyan thing is what color?,"[{'key': 'a', 'value': 'purple'}, {'key': 'b', 'value': 'brown'}, {'key': 'c', 'value': 'yellow'}, {'key': 'd', 'value': 'cyan'}]"
02o8j1dsR8elTTfz,4,mcq,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_l192zet8v11iz172.png,what color is the television?,"[{'key': 'a', 'value': 'gray'}, {'key': 'b', 'value': 'red'}, {'key': 'c', 'value': 'brown'}]"
DFUTaKv8g9cS4Ynj,3,mcq,office,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_8eojqboocpd5raev.png,there is a blue calculator that is the same size as the blue metal thing; what is it made of?,"[{'key': 'a', 'value': 'metal'}, {'key': 'b', 'value': 'rubber'}]"
RZpi7amXpr1f3Oih,3,mcq,school,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_4wgvcsi6qeaxptwx.png,there is a gray object that is the same shape as the small yellow metal thing; what is its size?,"[{'key': 'a', 'value': 'large'}, {'key': 'b', 'value': 'small'}]"
SScoTUkgHp4NTMH4,4,mcq,fashion,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_aj4clxri51tw69nv.png,there is a hat that is the same size as the blue shoe; what is its color?,"[{'key': 'a', 'value': 'brown'}, {'key': 'b', 'value': 'yellow'}, {'key': 'c', 'value': 'green'}, {'key': 'd', 'value': 'cyan'}]"
UJSiWO57y6Tg8wth,2,numeric,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_f9u2qvrwy9x7ytfg.png,what number of objects are the same material as the big bookshelf?,"[{'key': 'a', 'value': '4'}, {'key': 'b', 'value': '6'}]"
yljn6djzXjvxLtC0,2,numeric,living-room,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_lyjmwbxplz13n4vv.png,what number of large brown sofas are there?,"[{'key': 'a', 'value': '1'}, {'key': 'b', 'value': '0'}]"
W7QOubuNpSPqvIhq,2,numeric,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_vz4nchzk2l4qyq1t.png,what number of metal objects have the same size as the blue rubber wrench?,"[{'key': 'a', 'value': '3'}, {'key': 'b', 'value': '2'}]"
zrM3NEy8NTVOZ0zv,1,true-false,garage-workshop,https://s3-eu-north-1-derc-wmi-crowdlabel-production.s3.eu-north-1.amazonaws.com/tii_vqa_gocs6m2shj5exg6r.png,are there any other things that are the same color as the metal hammer?,"[{'key': 'a', 'value': 'True'}, {'key': 'b', 'value': 'False'}]"
